# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
28451.1000 M350 188 2 1462.1000 s15 sink7 3575 N s15->s19->sink5
28451.2000 M348 101 3 1503.2000 s12 sink8 3574 N s12->s16->s19->sink5
28451.3000 M360 140 1 633.6000 s19 sink4 3589 N s19->sink5
29207.8000 M366 140 2 776.0000 s13 sink5 3587 N s13->s18->sink1
29207.9000 M367 157 1 766.0000 s18 sink8 3587 N s18->sink1
29208.0000 M368 181 2 739.0000 s13 sink5 3587 N s13->s18->sink1
29208.1000 M356 153 3 1796.0000 s15 sink5 3570 N s15->s13->s18->sink1
29208.2000 M359 102 3 1591.8000 s15 sink5 3573 N s15->s13->s18->sink1
29208.3000 M362 180 3 1291.7000 s15 sink1 3578 N s15->s13->s18->sink1
29208.4000 M358 104 4 1766.8000 s16 sink2 3570 N s16->s15->s13->s18->sink1
29234.9000 M370 135 2 682.1000 s12 sink8 3588 N s12->s10->sink3
29235.0000 M357 156 2 1807.7000 s12 sink6 3569 N s12->s10->sink3
29235.1000 M371 147 1 628.7000 s10 sink7 3589 N s10->sink3
29235.2000 M347 144 2 2512.9000 s14 sink8 3558 N s14->s10->sink3
29235.3000 M363 178 3 1317.0000 s14 sink5 3578 N s14->s12->s10->sink3
29235.4000 M364 114 2 1313.4000 s12 sink7 3578 N s12->s10->sink3
29651.2000 M365 195 3 1251.6000 s15 sink8 3579 N s15->s11->s16->sink5
29651.3000 M377 120 1 459.9000 s16 sink4 3592 N s16->sink5
29651.4000 M381 199 2 141.8000 s13 sink3 3597 N s13->s16->sink5
29651.5000 M374 113 2 754.0000 s13 sink2 3587 N s13->s16->sink5
29651.6000 M369 114 2 1170.6000 s17 sink6 3580 N s17->s16->sink5
29783.3000 M375 185 1 789.5000 s14 sink2 3586 N s14->sink6
29783.4000 M380 181 1 343.0000 s14 sink3 3594 N s14->sink6
30090.9000 M378 102 1 780.1000 s15 sink2 3586 N s15->sink6
30115.5000 M373 166 4 1253.0000 s17 sink8 3579 N s17->s19->s14->s16->sink5
30115.6000 M384 128 3 234.5000 s19 sink6 3596 N s19->s14->s16->sink5
30115.7000 M383 123 4 323.3000 s11 sink7 3594 N s11->s19->s14->s16->sink5
30115.8000 M372 148 4 1500.7000 s11 sink0 3574 N s11->s19->s14->s16->sink5
30115.9000 M376 119 3 1031.0000 s19 sink1 3582 N s19->s14->s16->sink5
30116.0000 M386 147 1 89.4000 s16 sink9 3598 N s16->sink5
30169.9000 M382 167 1 384.4000 s18 sink0 3593 N s18->sink8
30866.8000 M402 151 1 75.8000 s12 sink3 3598 N s12->sink4
30866.9000 M394 134 2 471.6000 s13 sink3 3592 N s13->s12->sink4
30867.0000 M385 119 3 931.6000 s17 sink9 3584 N s17->s19->s12->sink4
30867.1000 M387 159 3 826.4000 s17 sink4 3586 N s17->s19->s12->sink4
30867.2000 M393 177 1 496.7000 s12 sink2 3591 N s12->sink4
30867.3000 M379 143 3 1476.8000 s17 sink8 3575 N s17->s19->s12->sink4
30925.7000 M391 194 1 570.0000 s19 sink7 3590 N s19->sink5
30925.8000 M401 156 2 224.0000 s10 sink1 3596 N s10->s19->sink5
30925.9000 M389 102 1 716.5000 s19 sink8 3588 N s19->sink5
30926.0000 M399 192 1 238.0000 s19 sink9 3596 N s19->sink5
31490.9000 M395 139 1 1014.8000 s15 sink7 3583 N s15->sink5
31491.0000 M392 119 1 1133.0000 s15 sink0 3581 N s15->sink5
31491.1000 M390 127 2 1136.9000 s17 sink9 3581 N s17->s15->sink5
31491.2000 M404 164 2 453.3000 s17 sink6 3592 N s17->s15->sink5
31491.3000 M403 124 1 582.9000 s15 sink8 3590 N s15->sink5
31491.4000 M396 162 2 933.9000 s16 sink6 3584 N s16->s15->sink5
31491.5000 M400 146 1 792.8000 s15 sink3 3586 N s15->sink5
31869.5000 M408 173 1 650.9000 s14 sink2 3589 N s14->sink8
31869.6000 M397 143 1 1236.5000 s14 sink6 3579 N s14->sink8
31957.3000 M398 105 2 1298.5000 s13 sink0 3578 N s13->s16->sink4
31957.4000 M407 121 2 785.0000 s19 sink6 3586 N s19->s16->sink4
31957.5000 M412 146 1 193.9000 s16 sink5 3596 N s16->sink4
31957.6000 M409 197 2 654.5000 s13 sink0 3589 N s13->s16->sink4
31957.7000 M405 175 1 915.8000 s16 sink6 3584 N s16->sink4
32401.8000 M410 199 1 964.8000 s19 sink6 3583 N s19->sink0
32401.9000 M415 190 1 427.4000 s19 sink2 3592 N s19->sink0
32460.7000 M419 150 1 100.0000 s18 sink2 3598 N s18->sink6
32460.8000 M414 114 1 522.3000 s18 sink1 3591 N s18->sink6
32552.9000 M420 108 2 172.3000 s11 sink7 3597 N s11->s13->sink0
32553.0000 M411 166 2 822.6000 s11 sink9 3586 N s11->s13->sink0
32553.1000 M417 194 1 356.1000 s13 sink8 3594 N s13->sink0
32553.2000 M421 154 2 167.9000 s17 sink8 3597 N s17->s13->sink0
32553.3000 M413 175 1 769.9000 s13 sink5 3587 N s13->sink0
32553.4000 M388 104 2 2366.5000 s11 sink9 3560 N s11->s13->sink0
32553.5000 M423 118 1 109.0000 s13 sink8 3598 N s13->sink0
33067.7000 M424 116 2 364.1000 s11 sink7 3593 N s11->s16->sink8
33067.8000 M422 105 2 636.8000 s15 sink9 3589 N s15->s16->sink8
33067.9000 M426 191 1 136.0000 s16 sink1 3597 N s16->sink8
33068.0000 M416 164 3 873.3000 s12 sink7 3585 N s12->s11->s16->sink8
33068.1000 M406 186 3 1964.0000 s12 sink4 3567 N s12->s11->s16->sink8
33068.2000 M418 183 1 781.7000 s16 sink5 3586 N s16->sink8
33551.6000 M429 166 1 477.4000 s13 sink6 3592 N s13->sink4
33551.7000 M427 116 2 577.0000 s19 sink5 3590 N s19->s13->sink4
34047.2000 M428 116 1 1061.0000 s18 sink1 3582 N s18->sink4
34047.3000 M431 123 1 807.6000 s18 sink1 3586 N s18->sink4
34047.4000 M440 124 1 143.2000 s18 sink0 3597 N s18->sink4
34047.5000 M430 133 2 844.2000 s15 sink6 3585 N s15->s18->sink4
34291.0000 M433 153 1 939.6000 s17 sink1 3584 N s17->sink3
34291.1000 M425 154 3 1433.8000 s12 sink8 3576 N s12->s11->s17->sink3
34291.2000 M432 149 3 1038.6000 s19 sink9 3582 N s19->s11->s17->sink3
34291.3000 M442 104 1 314.9000 s17 sink6 3594 N s17->sink3
34291.4000 M436 137 1 526.5000 s17 sink8 3591 N s17->sink3
34407.4000 M444 160 1 248.3000 s19 sink4 3595 N s19->sink8
34407.5000 M434 159 2 877.9000 s16 sink6 3585 N s16->s19->sink8
34407.6000 M435 165 4 736.1000 s14 sink9 3587 N s14->s12->s16->s19->sink8
34423.3000 M445 112 1 99.0000 s11 sink2 3598 N s11->sink5
34423.4000 M437 118 1 640.3000 s11 sink7 3589 N s11->sink5
34423.5000 M439 169 3 528.5000 s16 sink8 3591 N s16->s15->s11->sink5
34591.5000 M443 133 1 470.5000 s12 sink1 3592 N s12->sink1
34591.6000 M447 113 1 220.9000 s12 sink5 3596 N s12->sink1
34684.4000 M441 135 1 739.9000 s14 sink7 3587 N s14->sink5
34684.5000 M438 106 1 869.2000 s14 sink3 3585 N s14->sink5
34684.6000 M446 139 1 323.9000 s14 sink5 3594 N s14->sink5
34975.4000 M453 192 1 85.6000 s10 sink5 3598 N s10->sink3
35453.3000 M458 179 2 208.5000 s12 sink1 3596 N s12->s16->sink6
35453.4000 M448 173 1 1006.6000 s16 sink8 3583 N s16->sink6
35453.5000 M451 149 1 667.8000 s16 sink2 3588 N s16->sink6
35453.6000 M450 126 3 683.9000 s11 sink1 3588 N s11->s12->s16->sink6
35575.0000 M459 158 2 193.3000 s18 sink2 3596 N s18->s11->sink4
35575.1000 M462 172 1 99.0000 s11 sink3 3598 N s11->sink4
35575.2000 M460 182 1 191.7000 s11 sink5 3596 N s11->sink4
35719.0000 M454 127 3 785.9000 s19 sink4 3586 N s19->s15->s11->sink2
35719.1000 M463 146 3 159.3000 s19 sink9 3597 N s19->s15->s11->sink2
35719.2000 M461 110 3 273.1000 s19 sink6 3595 N s19->s15->s11->sink2
35719.3000 M456 174 3 709.6000 s14 sink1 3588 N s14->s15->s11->sink2
35719.4000 M457 146 3 530.7000 s19 sink2 3591 N s19->s15->s11->sink2
35719.5000 M452 133 2 831.1000 s15 sink5 3586 N s15->s11->sink2
35790.6000 M465 120 1 158.1000 s14 sink0 3597 N s14->sink8
35790.7000 M455 134 2 788.5000 s17 sink1 3586 N s17->s14->sink8
35790.8000 M449 172 2 1032.1000 s17 sink5 3582 N s17->s14->sink8
36292.8000 M466 126 2 541.3000 s13 sink1 3590 N s13->s15->sink6
36292.9000 M469 192 2 203.0000 s13 sink7 3596 N s13->s15->sink6
37122.5000 M472 172 1 806.5000 s17 sink8 3586 N s17->sink1
37122.6000 M468 122 1 1087.3000 s17 sink6 3581 N s17->sink1
37122.7000 M471 105 3 848.8000 s18 sink0 3585 N s18->s13->s17->sink1
37122.8000 M470 192 3 975.3000 s18 sink7 3583 N s18->s13->s17->sink1
37122.9000 M475 169 2 626.6000 s13 sink3 3589 N s13->s17->sink1
37123.0000 M464 145 1 1529.1000 s17 sink8 3574 N s17->sink1
37123.1000 M481 160 1 259.5000 s17 sink3 3595 N s17->sink1
37123.2000 M474 128 1 711.0000 s17 sink5 3588 N s17->sink1
37561.1000 M487 139 2 255.3000 s18 sink6 3595 N s18->s13->sink8
37561.2000 M482 129 2 692.7000 s18 sink2 3588 N s18->s13->sink8
37561.3000 M467 119 4 1548.3000 s16 sink2 3574 N s16->s14->s11->s13->sink8
37561.4000 M486 159 1 278.0000 s13 sink6 3595 N s13->sink8
37561.5000 M477 152 4 923.9000 s16 sink2 3584 N s16->s14->s11->s13->sink8
37561.6000 M478 100 3 897.1000 s14 sink7 3585 N s14->s11->s13->sink8
37561.7000 M485 169 2 484.9000 s18 sink6 3591 N s18->s13->sink8
37561.8000 M479 156 1 750.0000 s13 sink7 3587 N s13->sink8
37561.9000 M476 183 2 948.8000 s11 sink2 3584 N s11->s13->sink8
37562.0000 M483 109 2 630.1000 s11 sink8 3589 N s11->s13->sink8
38445.2000 M492 118 1 784.5000 s12 sink2 3586 N s12->sink3
38445.3000 M480 176 2 1625.3000 s10 sink0 3572 N s10->s12->sink3
38445.4000 M473 179 1 2049.6000 s12 sink2 3565 N s12->sink3
38445.5000 M499 152 2 381.6000 s10 sink6 3593 N s10->s12->sink3
38445.6000 M488 164 3 1109.3000 s11 sink8 3581 N s11->s16->s12->sink3
38445.7000 M491 175 3 800.9000 s18 sink9 3586 N s18->s10->s12->sink3
38445.8000 M496 138 2 500.0000 s10 sink3 3591 N s10->s12->sink3
38445.9000 M489 103 3 1049.6000 s14 sink9 3582 N s14->s10->s12->sink3
38446.0000 M490 174 2 930.8000 s10 sink6 3584 N s10->s12->sink3
38446.1000 M498 160 1 390.9000 s12 sink1 3593 N s12->sink3
38446.2000 M484 172 2 1415.9000 s10 sink6 3576 N s10->s12->sink3
38752.4000 M502 179 2 210.8000 s11 sink3 3596 N s11->s17->sink1
38752.5000 M493 101 3 993.4000 s11 sink9 3583 N s11->s18->s17->sink1
38752.6000 M494 154 3 981.5000 s16 sink8 3583 N s16->s13->s17->sink1
38752.7000 M497 173 1 800.1000 s17 sink7 3586 N s17->sink1
38752.8000 M495 134 3 841.0000 s15 sink8 3585 N s15->s18->s17->sink1
38752.9000 M500 125 2 387.1000 s13 sink8 3593 N s13->s17->sink1
38956.1000 M506 150 1 225.6000 s13 sink5 3596 N s13->sink4
39120.6000 M501 175 1 715.0000 s14 sink7 3588 N s14->sink7
39621.2000 M508 139 2 818.0000 s19 sink9 3586 N s19->s11->sink1
39621.3000 M510 172 2 550.6000 s17 sink3 3590 N s17->s11->sink1
39621.4000 M503 126 2 1055.5000 s19 sink6 3582 N s19->s11->sink1
39621.5000 M520 164 1 186.4000 s11 sink1 3596 N s11->sink1
39621.6000 M507 156 2 862.0000 s10 sink8 3585 N s10->s11->sink1
39621.7000 M512 108 1 465.0000 s11 sink4 3592 N s11->sink1
39621.8000 M518 179 2 313.6000 s18 sink8 3594 N s18->s11->sink1
39776.0000 M522 116 1 90.7000 s14 sink6 3598 N s14->sink6
40404.2000 M516 195 1 1131.6000 s17 sink1 3581 N s17->sink3
40404.3000 M523 173 1 604.4000 s17 sink2 3589 N s17->sink3
40614.0000 M517 191 2 1334.1000 s12 sink0 3577 N s12->s11->sink4
40614.1000 M511 103 2 1492.2000 s12 sink5 3575 N s12->s11->sink4
40614.2000 M521 142 3 993.4000 s13 sink2 3583 N s13->s12->s11->sink4
40614.3000 M514 114 4 1381.6000 s19 sink7 3576 N s19->s13->s12->s11->sink4
40614.4000 M504 158 6 2007.1000 s15 sink9 3566 N s15->s16->s19->s13->s12->s11->sink4
40614.5000 M513 146 4 1397.3000 s16 sink8 3576 N s16->s14->s18->s11->sink4
40614.6000 M524 107 2 747.1000 s19 sink5 3587 N s19->s11->sink4
40614.7000 M505 109 5 1986.8000 s16 sink1 3566 N s16->s19->s13->s12->s11->sink4
40614.8000 M509 194 5 1641.9000 s16 sink2 3572 N s16->s19->s13->s12->s11->sink4
40760.5000 M525 150 3 863.6000 s13 sink9 3585 N s13->s12->s19->sink4
40760.6000 M515 160 4 1494.6000 s15 sink7 3575 N s15->s13->s12->s19->sink4
41093.2000 M519 107 3 1774.9000 s10 sink7 3570 N s10->s14->s17->sink7
